crisno,year,crisname,statea,namea,actnuma,stateb,nameb,actnumb,trgyrdy,trgmody,trgdady,trmyrdy,trmmody,trmdady,ongoing,crdynum
259,1975,MAYAGUEZ,2,USA,595,811,CAM,596,1975,5,12,1975,5,14,0,601
260,1975,WAR IN ANGOLA,2,USA,603,40,CUB,601,1975,8,15,1975,12,19,0,602
260,1975,WAR IN ANGOLA,2,USA,603,365,USR,602,1975,8,15,1975,12,19,0,603
260,1975,WAR IN ANGOLA,2,USA,603,540,ANG,600,1975,8,15,1975,12,19,0,604
260,1975,WAR IN ANGOLA,40,CUB,601,490,ZAI,598,1975,7,12,1976,2,24,0,605
260,1976,WAR IN ANGOLA,40,CUB,601,490,ZAI,598,1975,7,12,1976,2,24,1,605
260,1975,WAR IN ANGOLA,40,CUB,601,551,ZAM,597,1975,7,12,1976,2,18,0,606
260,1976,WAR IN ANGOLA,40,CUB,601,551,ZAM,597,1975,7,12,1976,2,18,1,606
260,1975,WAR IN ANGOLA,40,CUB,601,560,SAF,599,1975,8,8,1976,2,24,0,607
260,1976,WAR IN ANGOLA,40,CUB,601,560,SAF,599,1975,8,8,1976,2,24,1,607
260,1975,WAR IN ANGOLA,365,USR,602,490,ZAI,598,1975,7,12,1976,2,24,0,608
260,1976,WAR IN ANGOLA,365,USR,602,490,ZAI,598,1975,7,12,1976,2,24,1,608
260,1975,WAR IN ANGOLA,365,USR,602,551,ZAM,597,1975,7,12,1976,2,18,0,609
260,1976,WAR IN ANGOLA,365,USR,602,551,ZAM,597,1975,7,12,1976,2,18,1,609
260,1975,WAR IN ANGOLA,365,USR,602,560,SAF,599,1975,8,8,1976,2,24,0,610
260,1976,WAR IN ANGOLA,365,USR,602,560,SAF,599,1975,8,8,1976,2,24,1,610
260,1975,WAR IN ANGOLA,490,ZAI,598,540,ANG,600,1975,7,12,1976,2,24,0,611
260,1976,WAR IN ANGOLA,490,ZAI,598,540,ANG,600,1975,7,12,1976,2,24,1,611
260,1975,WAR IN ANGOLA,540,ANG,600,551,ZAM,597,1975,7,12,1976,2,18,0,612
260,1976,WAR IN ANGOLA,540,ANG,600,551,ZAM,597,1975,7,12,1976,2,18,1,612
260,1975,WAR IN ANGOLA,540,ANG,600,560,SAF,599,1975,8,8,1976,2,24,0,613
260,1976,WAR IN ANGOLA,540,ANG,600,560,SAF,599,1975,8,8,1976,2,24,1,613
261,1975,MOROCCAN MARCH,230,SPN,604,600,MOR,605,1975,10,16,1975,11,14,0,614
261,1975,MOROCCAN MARCH,435,MAU,607,615,ALG,606,1975,11,14,1976,3,6,0,615
261,1976,MOROCCAN MARCH,435,MAU,607,615,ALG,606,1975,11,14,1976,3,6,1,615
261,1975,MOROCCAN MARCH,600,MOR,605,615,ALG,606,1975,11,2,1976,3,6,0,616
261,1976,MOROCCAN MARCH,600,MOR,605,615,ALG,606,1975,11,2,1976,3,6,1,616
262,1975,BELIZE I,90,GUA,9999,200,UNK,608,1975,11,1,1975,11,30,0,617
263,1975,COD WAR II,200,UNK,609,395,ICE,610,1975,11,23,1976,6,1,0,618
263,1976,COD WAR II,200,UNK,609,395,ICE,610,1975,11,23,1976,6,1,1,618
266,1976,UGANDA CLAIMS,500,UGA,9999,501,KEN,613,1976,2,15,1976,2,24,0,619
267,1976,OPERATION THRASHER,541,MOZ,615,552,RHO,614,1976,2,22,1976,3,31,0,620
269,1976,IRAQI THREAT,645,IRQ,9999,652,SYR,617,1976,6,9,1976,6,17,0,621
270,1976,ENTEBBE RAID,500,UGA,619,666,ISR,618,1976,6,27,1976,7,4,0,622
272,1976,AEGEAN SEA I,350,GRC,621,640,TUR,622,1976,8,6,1976,9,25,0,623
273,1976,NAGOMIA RAID,541,MOZ,623,552,RHO,9999,1976,8,9,1976,11,30,0,624
274,1976,POPLAR TREE,2,USA,624,731,KON,625,1976,8,17,1976,9,16,0,625
275,1976,SYRIA MOBILIZATION,652,SYR,9999,666,ISR,626,1976,11,21,1976,12,13,0,626
276,1976,OPERATION TANGENT,552,RHO,9999,571,BOT,627,1976,12,20,1977,3,31,0,627
276,1977,OPERATION TANGENT,552,RHO,9999,571,BOT,627,1976,12,20,1977,3,31,1,627
277,1977,SHABA I,490,ZAI,628,540,ANG,629,1977,3,8,1977,5,25,0,628
278,1977,MAPAI SEIZURE,541,MOZ,630,552,RHO,9999,1977,5,29,1977,6,30,0,629
279,1977,BELIZE II,90,GUA,9999,200,UNK,631,1977,6,25,1977,7,28,0,630
281,1977,EGYPT/LIBYA CLASHES,620,IBY,633,651,EGY,634,1977,7,14,1977,9,10,0,631
282,1978,OGADEN II,40,CUB,9999,520,SOM,636,1978,1,21,1978,3,14,0,632
282,1978,OGADEN II,365,USR,9999,520,SOM,636,1978,1,21,1978,3,14,0,633
282,1978,OGADEN II,520,SOM,636,530,ETH,635,1977,7,22,1978,3,14,0,634
283,1977,RHODESIA RAID,551,ZAM,637,552,RHO,9999,1977,8,31,1978,8,14,0,635
283,1978,RHODESIA RAID,551,ZAM,637,552,RHO,9999,1977,8,31,1978,8,14,1,635
284,1977,VIETNAM INV/CAMBODIA,811,CAM,638,816,VIT,639,1977,9,24,1979,1,7,0,636
284,1978,VIETNAM INV/CAMBODIA,811,CAM,638,816,VIT,639,1977,9,24,1979,1,7,1,636
284,1979,VIETNAM INV/CAMBODIA,811,CAM,638,816,VIT,639,1977,9,24,1979,1,7,1,636
284,1978,VIETNAM INV/CAMBODIA,800,TAI,640,811,CAM,638,1977,9,24,1978,12,15,0,637
285,1977,FRENCH HOSTAGES MAUR.,220,FRN,641,615,ALG,642,1977,10,25,1977,12,23,0,638
286,1977,CHIMOIO-TEMBUE RAIDS,541,MOZ,643,552,RHO,9999,1977,11,23,1978,3,22,0,639
286,1978,CHIMOIO-TEMBUE RAIDS,541,MOZ,643,552,RHO,9999,1977,11,23,1978,3,22,1,639
287,1978,BEAGLE CHANNEL I,155,CHL,644,160,ARG,645,1977,12,5,1978,2,20,0,640
288,1978,CHAD/LIBYA II,483,CHA,647,620,IBY,646,1978,1,22,1978,2,24,0,641
289,1978,LITANI OPERATION,660,LEB,648,666,ISR,9999,1978,3,14,1978,6,13,0,642
290,1978,CHAD/LIBYA III,220,FRN,649,620,IBY,650,1978,4,15,1978,7,31,0,643
290,1978,CHAD/LIBYA III,483,CHA,651,620,IBY,650,1978,5,20,1978,7,31,0,644
291,1978,CASSINGA INCIDENT,540,ANG,653,560,SAF,652,1978,5,3,1978,5,6,0,645
292,1978,SHABA II,2,USA,657,540,ANG,655,1978,5,11,1978,5,22,0,646
292,1978,SHABA II,211,BEL,656,540,ANG,655,1978,5,11,1978,5,22,0,647
292,1978,SHABA II,220,FRN,658,540,ANG,655,1978,5,11,1978,5,25,0,648
292,1978,SHABA II,490,ZAI,654,540,ANG,655,1978,5,11,1978,7,30,0,649
293,1978,AIR RHODESIA INCDNT,551,ZAM,660,552,RHO,659,1978,9,3,1978,10,23,0,650
294,1978,NICARAGUA CIVIL WAR II,93,NIC,661,94,COS,662,1978,9,10,1978,9,25,0,651
294,1979,NICARAGUA CIVIL WAR II,93,NIC,663,94,COS,662,1978,9,12,1979,7,17,0,652
295,1978,BEAGLE CHANNEL II,155,CHL,664,160,ARG,665,1978,10,16,1979,1,8,0,653
295,1979,BEAGLE CHANNEL II,155,CHL,664,160,ARG,665,1978,10,16,1979,1,8,1,653
296,1978,FALL OF AMIN,500,UGA,667,510,TAZ,666,1978,10,30,1979,4,10,0,654
296,1979,FALL OF AMIN,500,UGA,667,510,TAZ,666,1978,10,30,1979,4,10,1,654
296,1979,FALL OF AMIN,510,TAZ,666,620,IBY,668,1978,10,30,1979,4,9,0,655
297,1978,ANGOLA INVASION SCARE,540,ANG,669,560,SAF,9999,1978,11,7,1978,11,14,0,656
298,1979,SINO/VIETNAM WAR,710,CHN,670,816,VIT,671,1978,12,25,1979,3,15,0,657
300,1979,RAIDS ON ZIPRA,540,ANG,674,552,RHO,673,1979,2,12,1979,5,10,0,658
300,1979,RAIDS ON ZIPRA,551,ZAM,675,552,RHO,673,1979,2,12,1979,5,12,0,659
301,1979,NORTH/SOUTH YEMEN II,678,NYE,676,680,SYE,677,1979,2,24,1979,3,30,0,660
302,1979,RAIDS ON SWAPO,540,ANG,678,560,SAF,9999,1979,3,6,1979,3,28,0,661
303,1979,AFGHANISTAN INVASION,2,USA,682,365,USR,679,1979,3,20,1979,12,27,0,662
303,1979,AFGHANISTAN INVASION,365,USR,679,770,PAK,681,1979,3,20,1979,12,27,0,663
304,1979,CHAD/LIBYA IV,220,FRN,685,620,IBY,683,1979,4,12,1979,11,10,0,664
304,1979,CHAD/LIBYA IV,483,CHA,684,620,IBY,683,1979,4,12,1979,11,10,0,665
305,1979,GOULIMIME-TARFAYA,600,MOR,686,615,ALG,687,1979,6,1,1979,6,25,0,666
306,1979,SOVIET THREAT-PAKISTAN,365,USR,9999,770,PAK,688,1979,6,1,1979,7,3,0,667
307,1979,RHODESIAN SETTLEMENT,541,MOZ,691,552,RHO,689,1979,7,15,1979,12,21,0,668
307,1979,RHODESIAN SETTLEMENT,551,ZAM,692,552,RHO,689,1979,7,15,1980,1,31,0,669
307,1980,RHODESIAN SETTLEMENT,551,ZAM,692,552,RHO,689,1979,7,15,1980,1,31,1,669
307,1979,RHODESIAN SETTLEMENT,552,RHO,689,571,BOT,690,1979,7,15,1979,12,21,0,670
308,1979,RAID ON ANGOLA,540,ANG,693,560,SAF,9999,1979,10,28,1979,11,2,0,671
309,1980,US HOSTAGES IN IRAN,2,USA,694,630,IRN,695,1979,11,4,1981,1,20,0,672
309,1981,US HOSTAGES IN IRAN,2,USA,694,630,IRN,695,1979,11,4,1981,1,20,1,672
310,1980,COLOMBIA/NICARAGUA,93,NIC,697,100,COL,696,1979,12,12,1981,7,8,0,673
310,1981,COLOMBIA/NICARAGUA,93,NIC,697,100,COL,696,1979,12,12,1981,7,8,1,673
311,1980,RAID ON GAFSA,220,FRA,9999,620,IBY,699,1980,1,28,1980,4,30,0,674
311,1980,RAID ON GAFSA,616,TUN,698,620,IBY,699,1980,1,27,1980,4,30,0,675
313,1980,OPERATION SMOKESHELL,540,ANG,701,560,SAF,9999,1980,6,7,1980,7,2,0,676
314,1980,LIBYAN THREAT-SADAT,620,IBY,703,651,EGY,702,1980,6,11,1980,6,30,0,677
315,1980,SOLIDARITY,265,GME,707,290,POL,704,1980,8,14,1981,12,13,0,678
315,1981,SOLIDARITY,265,GME,707,290,POL,704,1980,8,14,1981,12,13,1,678
315,1980,SOLIDARITY,290,POL,704,315,CZE,706,1980,8,14,1981,12,13,0,679
315,1981,SOLIDARITY,290,POL,704,315,CZE,706,1980,8,14,1981,12,13,1,679
315,1980,SOLIDARITY,290,POL,704,365,USR,705,1980,8,14,1981,12,13,0,680
315,1981,SOLIDARITY,290,POL,704,365,USR,705,1980,8,14,1981,12,13,1,680
316,1980,LIBYA-MALTA OIL DISPUTE,338,MLT,708,620,IBY,9999,1980,8,20,1980,9,15,0,681
317,1980,ONSET IRAN/IRAQ WAR,630,IRN,709,645,IRQ,710,1980,9,17,1980,11,19,0,682
319,1980,JORDAN-SYRIAN CONFRONT.,652,SYR,9999,663,JOR,712,1980,11,25,1980,12,14,0,683
320,1980,E. AFRICA CONFRONT.,501,KEN,715,520,SOM,713,1980,12,5,1981,6,29,0,684
320,1981,E. AFRICA CONFRONT.,501,KEN,715,520,SOM,713,1980,12,5,1981,6,29,1,684
320,1980,E. AFRICA CONFRONT.,520,SOM,713,530,ETH,714,1980,12,5,1981,6,29,0,685
320,1981,E. AFRICA CONFRONT.,520,SOM,713,530,ETH,714,1980,12,5,1981,6,29,1,685
321,1981,CHAD/LIBYA V,220,FRN,716,620,IBY,717,1981,1,6,1981,11,16,0,686
322,1981,ECUADOR/PERU BDR III,130,ECU,718,135,PER,719,1981,1,22,1981,4,2,0,687
323,1981,MOZAMBIQUE RAID,541,MOZ,720,560,SAF,9999,1981,1,30,1981,3,31,0,688
324,1981,IRAQ NUCLEAR REACTOR,645,IRQ,722,666,ISR,721,1981,1,31,1981,6,7,0,689
325,1981,ESSEQUIBO II,101,VEN,724,110,GUY,723,1981,4,4,1983,3,31,0,690
325,1982,ESSEQUIBO II,101,VEN,724,110,GUY,723,1981,4,4,1983,3,31,1,690
325,1983,ESSEQUIBO II,101,VEN,724,110,GUY,723,1981,4,4,1983,3,31,1,690
326,1981,CONTRAS I,91,HON,725,93,NIC,726,1981,4,28,1981,5,13,0,691
327,1981,AL-BIQA MISSILES I,652,SYR,727,666,ISR,728,1981,4,28,1981,7,24,0,692
328,1981,CAMEROON/NIGERIA I,471,CAO,730,475,NIG,729,1981,5,15,1981,7,24,0,693
330,1981,GULF OF SYRTE I,2,USA,9999,620,IBY,732,1981,8,12,1981,9,1,0,694
331,1981,OPERATION PROTEA,540,ANG,733,560,SAF,9999,1981,8,23,1981,9,30,0,695
333,1981,U-137 INCIDENT,365,USR,736,380,SWE,735,1981,10,28,1981,11,6,0,696
334,1981,COUP ATTEMPT-BAHRAIN,630,IRN,9999,670,SAU,738,1981,12,13,1981,12,19,0,697
334,1981,COUP ATTEMPT-BAHRAIN,630,IRN,9999,692,BHN,737,1981,12,13,1982,1,8,0,698
334,1982,COUP ATTEMPT-BAHRAIN,630,IRN,9999,692,BHN,737,1981,12,13,1982,1,8,1,698
335,1982,KHORRAMSHAHR,630,IRN,9999,645,IRQ,739,1982,3,22,1982,7,30,0,699
336,1982,FALKLANDS/MALVINAS,160,ARG,741,200,UNK,740,1982,3,31,1982,6,14,0,700
337,1982,WAR IN LEBANON,652,SYR,743,666,ISR,744,1982,6,7,1982,9,1,0,701
337,1982,WAR IN LEBANON,660,LEB,742,666,ISR,744,1982,6,5,1982,9,1,0,702
338,1982,OGADEN III,520,SOM,745,530,ETH,746,1982,6,30,1982,8,31,0,703
339,1982,LESOTHO RAID I,560,SAF,9999,570,LES,747,1982,12,9,1982,12,15,0,704
340,1983,LIBYA THREAT/SUDAN,2,USA,9999,620,IBY,750,1983,2,17,1983,2,22,0,705
340,1983,LIBYA THREAT/SUDAN,620,IBY,750,625,SUD,748,1983,2,11,1983,2,22,0,706
340,1983,LIBYA THREAT/SUDAN,620,IBY,750,651,EGY,749,1983,2,11,1983,2,22,0,707
341,1983,CHAD/NIGERIA CLASHES,475,NIG,752,483,CHA,751,1983,4,18,1983,7,11,0,708
342,1983,CHAD/LIBYA VI,220,FRN,754,620,IBY,755,1983,7,31,1984,11,10,0,709
342,1984,CHAD/LIBYA VI,220,FRN,754,620,IBY,755,1983,7,31,1984,11,10,1,709
342,1983,CHAD/LIBYA VI,483,CHA,753,620,IBY,755,1983,6,24,1984,10,10,0,710
342,1984,CHAD/LIBYA VI,483,CHA,753,620,IBY,755,1983,6,24,1984,10,10,1,710
343,1983,INVASION OF GRENADA,2,USA,756,40,CUB,9999,1983,10,19,1983,10,28,0,711
343,1983,INVASION OF GRENADA,2,USA,756,55,GRN,757,1983,10,19,1983,10,28,0,712
343,1983,INVASION OF GRENADA,51,JAM,9999,55,GRN,757,1983,10,21,1983,10,28,0,713
343,1983,INVASION OF GRENADA,53,BAR,9999,55,GRN,757,1983,10,21,1983,10,28,0,714
343,1983,INVASION OF GRENADA,54,DMA,9999,55,GRN,757,1983,10,21,1983,10,28,0,715
343,1983,INVASION OF GRENADA,55,GRN,757,56,SLU,9999,1983,10,21,1983,10,28,0,716
343,1983,INVASION OF GRENADA,55,GRN,757,57,SVG,9999,1983,10,21,1983,10,28,0,717
343,1983,INVASION OF GRENADA,55,GRN,757,58,AAB,9999,1983,10,21,1983,10,28,0,718
344,1983,ABLE ARCHER EXERCISE,2,USA,9999,365,USR,758,1983,11,2,1983,11,11,0,719
345,1983,MAITENGWE CLASHES,552,ZIM,9999,571,BOT,759,1983,11,8,1983,12,21,0,720
346,1983,ETHIOPIA/SUDAN TENSION,530,ETH,9999,625,SUD,760,1983,11,20,1984,2,20,0,721
346,1984,ETHIOPIA/SUDAN TENSION,530,ETH,9999,625,SUD,760,1983,11,20,1984,2,20,1,721
347,1983,OPERATION ASKARI,540,ANG,761,560,SAF,9999,1983,12,6,1984,2,16,0,722
347,1984,OPERATION ASKARI,540,ANG,761,560,SAF,9999,1983,12,6,1984,2,16,1,722
348,1984,BASRA-KHARG ISLAND,630,IRN,763,645,IRQ,762,1984,2,21,1984,3,18,0,723
348,1984,BASRA-KHARG ISLAND,630,IRN,763,670,SAU,765,1984,3,1,1984,6,10,0,724
348,1984,BASRA-KHARG ISLAND,630,IRN,763,690,KUW,764,1984,3,1,1984,6,10,0,725
349,1984,AEGEAN SEA II,350,GRC,766,640,TUR,9999,1984,3,8,1984,3,10,0,726
350,1984,OMDURMAN BOMBING,2,USA,9999,620,IBY,769,1984,3,18,1984,12,31,0,727
350,1984,OMDURMAN BOMBING,620,IBY,769,625,SUD,767,1984,3,16,1984,12,31,0,728
350,1984,OMDURMAN BOMBING,620,IBY,769,651,EGY,768,1984,3,16,1984,12,31,0,729
351,1984,VIETNAM INCURSION-THAI,800,TAI,770,816,VIT,9999,1984,3,25,1984,4,17,0,730
352,1984,SINO/VIETNAM CLASHES,710,CHN,772,816,VIT,771,1984,4,2,1984,6,30,0,731
353,1984,THREE VILLAGE BDR I,800,TAI,773,812,LAO,774,1984,6,5,1984,7,17,0,732
354,1984,NICARAGUA MIG-21S,2,USA,775,93,NIC,776,1984,11,6,1984,11,12,0,733
354,1984,NICARAGUA MIG-21S,2,USA,775,365,USR,9999,1984,11,6,1984,11,12,0,734
355,1985,BOTSWANA RAID,560,SAF,9999,571,BOT,777,1985,6,14,1985,6,21,0,735
356,1985,EXPULSION OF TUNISIANS,616,TUN,778,620,IBY,9999,1985,8,21,1985,9,26,0,736
357,1985,AL-BIQA MISSILES II,652,SYR,779,666,ISR,780,1985,11,19,1986,1,15,0,737
357,1986,AL-BIQA MISSILES II,652,SYR,779,666,ISR,780,1985,11,19,1986,1,15,1,737
358,1985,EGYPT AIR HIJACKING,620,IBY,782,651,EGY,781,1985,11,23,1985,12,3,0,738
359,1985,BURKINA FASO/MALI BDR,432,MLI,783,439,BKF,784,1985,12,20,1986,1,18,0,739
359,1986,BURKINA FASO/MALI BDR,432,MLI,783,439,BKF,784,1985,12,20,1986,1,18,1,739
360,1985,LESOTHO RAID II,560,SAF,9999,570,LES,785,1985,12,20,1986,1,25,0,740
360,1986,LESOTHO RAID II,560,SAF,9999,570,LES,785,1985,12,20,1986,1,25,1,740
361,1986,CAPTURE OF AL-FAW,630,IRN,789,645,IRQ,786,1986,2,9,1986,4,10,0,741
361,1986,CAPTURE OF AL-FAW,630,IRN,9999,670,SAU,788,1986,2,11,1986,2,13,0,742
361,1986,CAPTURE OF AL-FAW,630,IRN,9999,690,KUW,787,1986,2,11,1986,2,13,0,743
362,1986,CHAD/LIBYA VII,220,FRN,791,620,IBY,792,1986,2,10,1986,3,31,0,744
362,1986,CHAD/LIBYA VII,483,CHA,790,620,IBY,792,1986,2,10,1986,3,31,0,745
363,1986,GULF OF SYRTE II,2,USA,794,620,IBY,793,1986,3,24,1986,4,15,0,746
364,1986,AL-DIBAL INCIDENT,692,BHN,795,694,QAT,9999,1986,4,26,1986,6,15,0,747
365,1986,SA CROSS BORDER RAID,551,ZAM,797,560,SAF,9999,1986,5,19,1986,5,31,0,748
365,1986,SA CROSS BORDER RAID,552,ZIM,798,560,SAF,9999,1986,5,19,1986,5,31,0,749
365,1986,SA CROSS BORDER RAID,560,SAF,9999,571,BOT,796,1986,5,19,1986,5,31,0,750
366,1986,REBEL ATTACK-UGANDA,500,UGA,799,625,SUD,9999,1986,8,19,1987,6,10,0,751
367,1986,MOZAMBIQUE ULTIMATEM,541,MOZ,9999,553,MAW,800,1986,9,11,1986,12,18,0,752
369,1986,CONTRAS II,91,HON,802,93,NIC,803,1986,12,4,1986,12,12,0,753
370,1987,CHAD-LIBYA VIII,483,CHA,804,620,IBY,805,1986,12,12,1987,9,11,0,754
371,1987,SINO/VIETNAM BORDER,710,CHN,807,816,VIT,806,1987,1,5,1987,1,8,0,755
372,1987,PUNJAB WAR SCARE II,750,IND,808,770,PAK,809,1987,1,20,1987,2,19,0,756
375,1987,SAND WALL,435,MAU,813,600,MOR,812,1987,2,25,1987,5,4,0,757
375,1987,SAND WALL,600,MOR,812,615,ALG,814,1987,2,25,1987,5,4,0,758
376,1987,AEGEAN SEA III,350,GRC,815,640,TUR,816,1987,3,1,1987,3,28,0,759
377,1987,CAMEROON/NIGERIA II,471,CAO,9999,475,NIG,817,1987,5,2,1987,9,26,0,760
378,1987,INDIA INT./SRI LANKA,750,IND,818,780,CEY,819,1987,6,3,1987,7,30,0,761
379,1987,MECCA PILGRIMAGE,630,IRN,821,670,SAU,820,1987,7,31,1987,10,31,0,762
380,1987,S. AFRICA INT./ANGOLA,40,CUB,9999,560,SAF,823,1987,12,10,1988,8,22,0,763
380,1988,S. AFRICA INT./ANGOLA,40,CUB,9999,560,SAF,823,1987,12,10,1988,8,22,1,763
380,1987,S. AFRICA INT./ANGOLA,540,ANG,822,560,SAF,823,1987,10,3,1988,8,22,0,764
380,1988,S. AFRICA INT./ANGOLA,540,ANG,822,560,SAF,823,1987,10,3,1988,8,22,1,764
381,1987,THREE VILLAGE BDR II,800,TAI,825,812,LAO,824,1987,11,3,1988,2,17,0,765
381,1988,THREE VILLAGE BDR II,800,TAI,825,812,LAO,824,1987,11,3,1988,2,17,1,765
382,1987,KENYA/UGANDA BORDER,500,UGA,827,501,KEN,826,1987,12,14,1987,12,28,0,766
383,1988,CONTRAS III,2,USA,9999,93,NIC,829,1988,3,16,1988,3,28,0,767
383,1988,CONTRAS III,91,HON,828,93,NIC,829,1988,3,6,1988,3,28,0,768
384,1988,SPRATLY ISLANDS,710,CHN,831,816,VIT,830,1988,3,14,1988,4,30,0,769
385,1988,IRAQ RECAPTURE/AL-FAW,630,IRN,832,645,IRQ,9999,1988,4,18,1988,8,8,0,770
386,1989,LIBYAN JETS,2,USA,833,620,IBY,834,1988,12,21,1989,1,12,0,771
387,1989,MAURITANIA/SENEGAL,433,SEN,835,435,MAU,836,1989,8,21,1991,7,18,0,772
387,1990,MAURITANIA/SENEGAL,433,SEN,835,435,MAU,836,1989,8,21,1991,7,18,1,772
387,1991,MAURITANIA/SENEGAL,433,SEN,835,435,MAU,836,1989,8,21,1991,7,18,1,772
389,1989,CONTRAS IV,91,HON,839,93,NIC,9999,1989,9,9,1989,11,7,0,773
391,1989,INVASION OF PANAMA,2,USA,841,95,PAN,842,1989,12,15,1990,1,3,0,774
391,1990,INVASION OF PANAMA,2,USA,841,95,PAN,842,1989,12,15,1990,1,3,1,774
392,1990,KASHMIR III-NUCLEAR,750,IND,843,770,PAK,844,1990,1,14,1990,6,30,0,775
393,1990,GULF WAR,2,USA,846,645,IRQ,850,1990,10,30,1991,4,12,0,776
393,1991,GULF WAR,2,USA,846,645,IRQ,850,1990,10,30,1991,4,12,1,776
393,1990,GULF WAR,20,CAN,9999,645,IRQ,850,1990,11,29,1991,4,12,0,777
393,1991,GULF WAR,20,CAN,9999,645,IRQ,850,1990,11,29,1991,4,12,1,777
393,1990,GULF WAR,20,CAN,9999,645,IRQ,850,1990,11,29,1991,4,12,0,778
393,1991,GULF WAR,20,CAN,9999,645,IRQ,850,1990,11,29,1991,4,12,1,778
393,1990,GULF WAR,91,HON,9999,645,IRQ,850,1990,11,29,1991,4,12,0,779
393,1991,GULF WAR,91,HON,9999,645,IRQ,850,1990,11,29,1991,4,12,1,779
393,1990,GULF WAR,160,ARG,9999,645,IRQ,850,1990,11,29,1991,4,12,0,780
393,1991,GULF WAR,160,ARG,9999,645,IRQ,850,1990,11,29,1991,4,12,1,780
393,1990,GULF WAR,200,UNK,857,645,IRQ,850,1990,11,29,1991,4,12,0,781
393,1991,GULF WAR,200,UNK,857,645,IRQ,850,1990,11,29,1991,4,12,1,781
393,1990,GULF WAR,210,NTH,9999,645,IRQ,850,1990,11,29,1991,4,12,0,782
393,1991,GULF WAR,210,NTH,9999,645,IRQ,850,1990,11,29,1991,4,12,1,782
393,1990,GULF WAR,211,BEL,9999,645,IRQ,850,1990,11,29,1991,4,12,0,783
393,1991,GULF WAR,211,BEL,9999,645,IRQ,850,1990,11,29,1991,4,12,1,783
393,1990,GULF WAR,220,FRN,849,645,IRQ,850,1990,11,29,1991,4,12,0,784
393,1991,GULF WAR,220,FRN,849,645,IRQ,850,1990,11,29,1991,4,12,1,784
393,1990,GULF WAR,230,SPN,9999,645,IRQ,850,1990,11,29,1991,4,12,0,785
393,1991,GULF WAR,230,SPN,9999,645,IRQ,850,1990,11,29,1991,4,12,1,785
393,1990,GULF WAR,260,GMY,9999,645,IRQ,850,1990,11,29,1991,4,12,0,786
393,1991,GULF WAR,260,GMY,9999,645,IRQ,850,1990,11,29,1991,4,12,1,786
393,1990,GULF WAR,325,ITA,9999,645,IRQ,850,1990,11,29,1991,4,12,0,787
393,1991,GULF WAR,325,ITA,9999,645,IRQ,850,1990,11,29,1991,4,12,1,787
393,1990,GULF WAR,325,ITA,9999,645,IRQ,850,1990,11,29,1991,4,12,0,788
393,1991,GULF WAR,325,ITA,9999,645,IRQ,850,1990,11,29,1991,4,12,1,788
393,1990,GULF WAR,350,GRC,9999,645,IRQ,850,1990,11,29,1991,4,12,0,789
393,1991,GULF WAR,350,GRC,9999,645,IRQ,850,1990,11,29,1991,4,12,1,789
393,1990,GULF WAR,390,DEN,9999,645,IRQ,850,1990,11,29,1991,4,12,0,790
393,1991,GULF WAR,390,DEN,9999,645,IRQ,850,1990,11,29,1991,4,12,1,790
393,1990,GULF WAR,433,SEN,9999,645,IRQ,850,1990,11,29,1991,4,12,0,791
393,1991,GULF WAR,433,SEN,9999,645,IRQ,850,1990,11,29,1991,4,12,1,791
393,1990,GULF WAR,436,NIR,9999,645,IRQ,850,1990,11,29,1991,4,12,0,792
393,1991,GULF WAR,436,NIR,9999,645,IRQ,850,1990,11,29,1991,4,12,1,792
393,1990,GULF WAR,600,MOR,9999,645,IRQ,850,1990,11,29,1991,4,12,0,793
393,1991,GULF WAR,600,MOR,9999,645,IRQ,850,1990,11,29,1991,4,12,1,793
393,1990,GULF WAR,640,TUR,9999,645,IRQ,850,1990,11,29,1991,4,12,0,794
393,1991,GULF WAR,640,TUR,9999,645,IRQ,850,1990,11,29,1991,4,12,1,794
393,1990,GULF WAR,645,IRQ,850,651,EGY,848,1990,11,29,1991,4,12,0,795
393,1991,GULF WAR,645,IRQ,850,651,EGY,848,1990,11,29,1991,4,12,1,795
393,1990,GULF WAR,645,IRQ,850,652,SYR,855,1990,11,29,1991,4,12,0,796
393,1991,GULF WAR,645,IRQ,850,652,SYR,855,1990,11,29,1991,4,12,1,796
393,1990,GULF WAR,645,IRQ,850,666,ISR,851,1990,11,29,1991,4,12,0,797
393,1991,GULF WAR,645,IRQ,850,666,ISR,851,1990,11,29,1991,4,12,1,797
393,1990,GULF WAR,645,IRQ,850,670,SAU,854,1990,11,29,1991,4,12,0,798
393,1991,GULF WAR,645,IRQ,850,670,SAU,854,1990,11,29,1991,4,12,1,798
393,1990,GULF WAR,645,IRQ,850,690,KUW,845,1990,8,2,1991,4,12,0,799
393,1991,GULF WAR,645,IRQ,850,690,KUW,845,1990,8,2,1991,4,12,1,799
393,1990,GULF WAR,645,IRQ,850,692,BHN,847,1990,11,29,1991,4,12,0,800
393,1991,GULF WAR,645,IRQ,850,692,BHN,847,1990,11,29,1991,4,12,1,800
393,1990,GULF WAR,645,IRQ,850,694,QAT,853,1990,11,29,1991,4,12,0,801
393,1991,GULF WAR,645,IRQ,850,694,QAT,853,1990,11,29,1991,4,12,1,801
393,1990,GULF WAR,645,IRQ,850,696,UAE,856,1990,11,29,1991,4,12,0,802
