CRISNO	YEAR	CRISNAME	STATEA	NAMEA	ACTNUMA	STATEB	NAMEB	ACTNUMB	ONESIDE	COWMEMA	COWMEMB	GWMEMA	GWMEMB	IWCA	IWCB	YRTRIGA	MOTRIGA	DATRIGA	YRTERMA	MOTERMA	DATERMA	YRTRIGB	MOTRIGB	DATRIGB	YRTERMB	MOTERMB	DATERMB	TRGYRDY	TRGMODY	TRGDADY	TRMYRDY	TRMMODY	TRMDADY	DURDAYS	DURYEAR	ONGOING	CRDYNUM
315	1981	SOLIDARITY              	290	POL  	704	365	USR  	705	0	0	0	0	0	1	1	1980	8	14	1981	12	13	1980	8	14	1981	12	13	1980	8	14	1981	12	13	486	2	1	680
316	1980	LIBYA-MALTA OIL DISPUTE 	338	MLT  	708	620	IBY  	9999	2	0	0	0	0	1	-99	1980	8	20	1980	9	15	-99	-99	-99	-99	-99	-99	1980	8	20	1980	9	15	26	1	0	681
317	1980	ONSET IRAN/IRAQ WAR     	630	IRN  	709	645	IRQ  	710	0	0	0	0	0	1	1	1980	9	17	1980	11	19	1980	9	23	1980	11	30	1980	9	23	1980	11	19	57	1	0	682
319	1980	JORDAN-SYRIAN CONFRONT. 	652	SYR  	9999	663	JOR  	712	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1980	11	25	1980	12	14	1980	11	25	1980	12	14	19	1	0	683
320	1980	E. AFRICA CONFRONT.     	501	KEN  	715	520	SOM  	713	0	0	0	0	0	1	1	1980	12	7	1981	6	29	1980	12	5	1981	6	29	1980	12	7	1981	6	29	204	2	0	684
320	1981	E. AFRICA CONFRONT.     	501	KEN  	715	520	SOM  	713	0	0	0	0	0	1	1	1980	12	7	1981	6	29	1980	12	5	1981	6	29	1980	12	7	1981	6	29	204	2	1	684
320	1980	E. AFRICA CONFRONT.     	520	SOM  	713	530	ETH  	714	0	0	0	0	0	1	1	1980	12	5	1981	6	29	1980	12	7	1981	6	29	1980	12	7	1981	6	29	204	2	0	685
320	1981	E. AFRICA CONFRONT.     	520	SOM  	713	530	ETH  	714	0	0	0	0	0	1	1	1980	12	5	1981	6	29	1980	12	7	1981	6	29	1980	12	7	1981	6	29	204	2	1	685
321	1981	CHAD/LIBYA V            	220	FRN  	716	620	IBY  	717	0	0	0	0	0	1	1	1981	1	6	1981	11	16	1981	1	11	1981	11	16	1981	1	11	1981	11	16	309	1	0	686
322	1981	ECUADOR/PERU BDR III    	130	ECU  	718	135	PER  	719	0	0	0	0	0	1	1	1981	1	22	1981	4	2	1981	1	22	1981	4	2	1981	1	22	1981	4	2	70	1	0	687
323	1981	MOZAMBIQUE RAID         	541	MOZ  	720	560	SAF  	9999	2	0	0	0	0	1	-99	1981	1	30	1981	3	31	-99	-99	-99	-99	-99	-99	1981	1	30	1981	3	31	60	1	0	688
324	1981	IRAQ NUCLEAR REACTOR    	645	IRQ  	722	666	ISR  	721	0	0	0	0	0	1	1	1981	6	7	1981	6	19	1981	1	31	1981	6	7	1981	6	7	1981	6	7	0	1	0	689
325	1981	ESSEQUIBO II            	101	VEN  	724	110	GUY  	723	0	0	0	0	0	1	1	1981	8	31	1983	3	31	1981	4	4	1983	3	31	1981	8	31	1983	3	31	577	3	0	690
325	1982	ESSEQUIBO II            	101	VEN  	724	110	GUY  	723	0	0	0	0	0	1	1	1981	8	31	1983	3	31	1981	4	4	1983	3	31	1981	8	31	1983	3	31	577	3	1	690
325	1983	ESSEQUIBO II            	101	VEN  	724	110	GUY  	723	0	0	0	0	0	1	1	1981	8	31	1983	3	31	1981	4	4	1983	3	31	1981	8	31	1983	3	31	577	3	1	690
326	1981	CONTRAS I               	91	HON  	725	93	NIC  	726	0	0	0	0	0	1	1	1981	4	28	1981	5	13	1981	4	28	1981	5	13	1981	4	28	1981	5	13	15	1	0	691
327	1981	AL-BIQA MISSILES I      	652	SYR  	727	666	ISR  	728	0	0	0	0	0	1	1	1981	4	28	1981	7	24	1981	4	29	1981	7	24	1981	4	29	1981	7	24	86	1	0	692
328	1981	CAMEROON/NIGERIA I      	471	CAO  	730	475	NIG  	729	0	0	0	0	0	1	1	1981	5	18	1981	7	24	1981	5	15	1981	7	24	1981	5	18	1981	7	24	67	1	0	693
330	1981	GULF OF SYRTE I         	2	USA  	9999	620	IBY  	732	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1981	8	12	1981	9	1	1981	8	12	1981	9	1	20	1	0	694
331	1981	OPERATION PROTEA        	540	ANG  	733	560	SAF  	9999	2	0	0	0	0	1	-99	1981	8	23	1981	9	30	-99	-99	-99	-99	-99	-99	1981	8	23	1981	9	30	38	1	0	695
333	1981	U-137 INCIDENT          	365	USR  	736	380	SWE  	735	0	0	0	0	0	1	1	1981	10	28	1981	11	6	1981	10	28	1981	11	6	1981	10	28	1981	11	6	9	1	0	696
334	1981	COUP ATTEMPT-BAHRAIN    	630	IRN  	9999	670	SAU  	738	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1981	12	13	1981	12	19	1981	12	13	1981	12	19	6	1	0	697
334	1981	COUP ATTEMPT-BAHRAIN    	630	IRN  	9999	692	BHN  	737	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1981	12	13	1982	1	8	1981	12	13	1982	1	8	26	2	0	698
334	1982	COUP ATTEMPT-BAHRAIN    	630	IRN  	9999	692	BHN  	737	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1981	12	13	1982	1	8	1981	12	13	1982	1	8	26	2	1	698
335	1982	KHORRAMSHAHR            	630	IRN  	9999	645	IRQ  	739	1	0	0	0	0	-99	8	-99	-99	-99	-99	-99	-99	1982	3	22	1982	7	30	1982	3	22	1982	7	30	130	1	0	699
336	1982	FALKLANDS/MALVINAS      	160	ARG  	741	200	UNK  	740	0	0	0	0	0	1	1	1982	4	5	1982	6	14	1982	3	31	1982	6	14	1982	4	5	1982	6	14	70	1	0	700
337	1982	WAR IN LEBANON          	652	SYR  	743	666	ISR  	744	0	0	0	0	0	1	1	1982	6	7	1982	9	1	1982	6	9	1982	9	1	1982	6	9	1982	9	1	84	1	0	701
337	1982	WAR IN LEBANON          	660	LEB  	742	666	ISR  	744	0	0	0	0	0	1	1	1982	6	5	1983	5	17	1982	6	9	1982	9	1	1982	6	9	1982	9	1	84	1	0	702
338	1982	OGADEN III              	520	SOM  	745	530	ETH  	746	0	0	0	0	0	1	1	1982	6	30	1982	8	31	1982	7	26	1982	8	31	1982	7	26	1982	8	31	36	1	0	703
339	1982	LESOTHO RAID I          	560	SAF  	9999	570	LES  	747	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1982	12	9	1982	12	15	1982	12	9	1982	12	15	6	1	0	704
340	1983	LIBYA THREAT/SUDAN      	2	USA  	9999	620	IBY  	750	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1983	2	17	1983	2	22	1983	2	17	1983	2	22	5	1	0	705
340	1983	LIBYA THREAT/SUDAN      	620	IBY  	750	625	SUD  	748	0	0	0	0	0	1	1	1983	2	17	1983	2	22	1983	2	11	1983	2	22	1983	2	17	1983	2	22	5	1	0	706
340	1983	LIBYA THREAT/SUDAN      	620	IBY  	750	651	EGY  	749	0	0	0	0	0	1	1	1983	2	17	1983	2	22	1983	2	11	1983	2	22	1983	2	17	1983	2	22	5	1	0	707
341	1983	CHAD/NIGERIA CLASHES    	475	NIG  	752	483	CHA  	751	0	0	0	0	0	1	1	1983	4	18	1983	7	11	1983	4	18	1983	7	11	1983	4	18	1983	7	11	84	1	0	708
342	1983	CHAD/LIBYA VI           	220	FRN  	754	620	IBY  	755	0	0	0	0	0	1	1	1983	7	31	1984	12	11	1983	8	9	1984	11	10	1983	8	9	1984	11	10	459	2	0	709
342	1984	CHAD/LIBYA VI           	220	FRN  	754	620	IBY  	755	0	0	0	0	0	1	1	1983	7	31	1984	12	11	1983	8	9	1984	11	10	1983	8	9	1984	11	10	459	2	1	709
342	1983	CHAD/LIBYA VI           	483	CHA  	753	620	IBY  	755	0	0	0	0	0	1	1	1983	6	24	1984	10	10	1983	8	9	1984	11	10	1983	8	9	1984	10	10	428	2	0	710
342	1984	CHAD/LIBYA VI           	483	CHA  	753	620	IBY  	755	0	0	0	0	0	1	1	1983	6	24	1984	10	10	1983	8	9	1984	11	10	1983	8	9	1984	10	10	428	2	1	710
343	1983	INVASION OF GRENADA     	2	USA  	756	40	CUB  	9999	2	0	0	0	0	1	-99	1983	10	19	1983	10	28	-99	-99	-99	-99	-99	-99	1983	10	19	1983	10	28	9	1	0	711
343	1983	INVASION OF GRENADA     	2	USA  	756	55	GRN  	757	0	0	0	0	5	1	1	1983	10	19	1983	10	28	1983	10	21	1983	10	28	1983	10	21	1983	10	28	7	1	0	712
343	1983	INVASION OF GRENADA     	51	JAM  	9999	55	GRN  	757	1	0	0	0	5	-99	1	-99	-99	-99	-99	-99	-99	1983	10	21	1983	10	28	1983	10	21	1983	10	28	7	1	0	713
343	1983	INVASION OF GRENADA     	53	BAR  	9999	55	GRN  	757	1	0	0	0	5	-99	1	-99	-99	-99	-99	-99	-99	1983	10	21	1983	10	28	1983	10	21	1983	10	28	7	1	0	714
343	1983	INVASION OF GRENADA     	54	DMA  	9999	55	GRN  	757	1	0	0	5	5	-99	1	-99	-99	-99	-99	-99	-99	1983	10	21	1983	10	28	1983	10	21	1983	10	28	7	1	0	715
343	1983	INVASION OF GRENADA     	55	GRN  	757	56	SLU  	9999	2	0	0	5	5	1	-99	1983	10	21	1983	10	28	-99	-99	-99	-99	-99	-99	1983	10	21	1983	10	28	7	1	0	716
343	1983	INVASION OF GRENADA     	55	GRN  	757	57	SVG  	9999	2	0	0	5	5	1	-99	1983	10	21	1983	10	28	-99	-99	-99	-99	-99	-99	1983	10	21	1983	10	28	7	1	0	717
343	1983	INVASION OF GRENADA     	55	GRN  	757	58	AAB  	9999	2	0	0	5	5	1	-99	1983	10	21	1983	10	28	-99	-99	-99	-99	-99	-99	1983	10	21	1983	10	28	7	1	0	718
344	1983	ABLE ARCHER EXERCISE    	2	USA  	9999	365	USR  	758	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1983	11	2	1983	11	11	1983	11	2	1983	11	11	9	1	0	719
345	1983	MAITENGWE CLASHES       	552	ZIM  	9999	571	BOT  	759	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1983	11	8	1983	12	21	1983	11	8	1983	12	21	43	1	0	720
346	1983	ETHIOPIA/SUDAN TENSION  	530	ETH  	9999	625	SUD  	760	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1983	11	20	1984	2	20	1983	11	20	1984	2	20	92	2	0	721
346	1984	ETHIOPIA/SUDAN TENSION  	530	ETH  	9999	625	SUD  	760	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1983	11	20	1984	2	20	1983	11	20	1984	2	20	92	2	1	721
347	1983	OPERATION ASKARI        	540	ANG  	761	560	SAF  	9999	2	0	0	0	0	1	-99	1983	12	6	1984	2	16	-99	-99	-99	-99	-99	-99	1983	12	6	1984	2	16	72	2	0	722
347	1984	OPERATION ASKARI        	540	ANG  	761	560	SAF  	9999	2	0	0	0	0	1	-99	1983	12	6	1984	2	16	-99	-99	-99	-99	-99	-99	1983	12	6	1984	2	16	72	2	1	722
348	1984	BASRA-KHARG ISLAND      	630	IRN  	763	645	IRQ  	762	0	0	0	0	0	7	7	1984	3	1	1984	6	10	1984	2	21	1984	3	18	1984	3	1	1984	3	18	17	1	0	723
348	1984	BASRA-KHARG ISLAND      	630	IRN  	763	670	SAU  	765	0	0	0	0	0	7	1	1984	3	1	1984	6	10	1984	5	16	1984	6	20	1984	5	16	1984	6	10	25	1	0	724
348	1984	BASRA-KHARG ISLAND      	630	IRN  	763	690	KUW  	764	0	0	0	0	0	7	1	1984	3	1	1984	6	10	1984	5	13	1984	7	11	1984	5	13	1984	6	10	28	1	0	725
349	1984	AEGEAN SEA II           	350	GRC  	766	640	TUR  	9999	2	0	0	0	0	1	-99	1984	3	8	1984	3	10	-99	-99	-99	-99	-99	-99	1984	3	8	1984	3	10	2	1	0	726
350	1984	OMDURMAN BOMBING        	2	USA  	9999	620	IBY  	769	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1984	3	18	1984	12	31	1984	3	18	1984	12	31	288	1	0	727
350	1984	OMDURMAN BOMBING        	620	IBY  	769	625	SUD  	767	0	0	0	0	0	1	1	1984	3	18	1984	12	31	1984	3	16	1984	12	31	1984	3	18	1984	12	31	288	1	0	728
350	1984	OMDURMAN BOMBING        	620	IBY  	769	651	EGY  	768	0	0	0	0	0	1	1	1984	3	18	1984	12	31	1984	3	16	1984	12	31	1984	3	18	1984	12	31	288	1	0	729
351	1984	VIETNAM INCURSION-THAI  	800	TAI  	770	816	VIT  	9999	2	0	0	0	0	1	-99	1984	3	25	1984	4	17	-99	-99	-99	-99	-99	-99	1984	3	25	1984	4	17	23	1	0	730
352	1984	SINO/VIETNAM CLASHES    	710	CHN  	772	816	VIT  	771	0	0	0	0	0	1	1	1984	4	28	1984	6	30	1984	4	2	1984	6	30	1984	4	28	1984	6	30	63	1	0	731
353	1984	THREE VILLAGE BDR I     	800	TAI  	773	812	LAO  	774	0	0	0	0	0	1	1	1984	6	5	1984	7	17	1984	6	6	1984	10	20	1984	6	6	1984	7	17	41	1	0	732
354	1984	NICARAGUA MIG-21S       	2	USA  	775	93	NIC  	776	0	0	0	0	0	6	7	1984	11	6	1984	11	12	1984	11	7	1984	11	12	1984	11	7	1984	11	12	5	1	0	733
354	1984	NICARAGUA MIG-21S       	2	USA  	775	365	USR  	9999	2	0	0	0	0	6	-99	1984	11	6	1984	11	12	-99	-99	-99	-99	-99	-99	1984	11	6	1984	11	12	6	1	0	734
355	1985	BOTSWANA RAID           	560	SAF  	9999	571	BOT  	777	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1985	6	14	1985	6	21	1985	6	14	1985	6	21	7	1	0	735
356	1985	EXPULSION OF TUNISIANS  	616	TUN  	778	620	IBY  	9999	2	0	0	0	0	1	-99	1985	8	21	1985	9	26	-99	-99	-99	-99	-99	-99	1985	8	21	1985	9	26	36	1	0	736
357	1985	AL-BIQA MISSILES II     	652	SYR  	779	666	ISR  	780	0	0	0	0	0	1	1	1985	11	19	1986	1	15	1985	12	15	1986	1	15	1985	12	15	1986	1	15	31	2	0	737
357	1986	AL-BIQA MISSILES II     	652	SYR  	779	666	ISR  	780	0	0	0	0	0	1	1	1985	11	19	1986	1	15	1985	12	15	1986	1	15	1985	12	15	1986	1	15	31	2	1	737
358	1985	EGYPT AIR HIJACKING     	620	IBY  	782	651	EGY  	781	0	0	0	0	0	1	1	1985	11	24	1985	12	3	1985	11	23	1985	12	3	1985	11	24	1985	12	3	9	1	0	738
359	1985	BURKINA FASO/MALI BDR   	432	MLI  	783	439	BKF  	784	0	0	0	0	0	1	1	1985	12	20	1986	1	18	1985	12	25	1986	1	18	1985	12	25	1986	1	18	24	2	0	739
359	1986	BURKINA FASO/MALI BDR   	432	MLI  	783	439	BKF  	784	0	0	0	0	0	1	1	1985	12	20	1986	1	18	1985	12	25	1986	1	18	1985	12	25	1986	1	18	24	2	1	739
360	1985	LESOTHO RAID II         	560	SAF  	9999	570	LES  	785	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1985	12	20	1986	1	25	1985	12	20	1986	1	25	36	2	0	740
360	1986	LESOTHO RAID II         	560	SAF  	9999	570	LES  	785	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1985	12	20	1986	1	25	1985	12	20	1986	1	25	36	2	1	740
361	1986	CAPTURE OF AL-FAW       	630	IRN  	789	645	IRQ  	786	0	0	0	0	0	7	7	1986	2	14	1986	4	10	1986	2	9	1986	4	10	1986	2	14	1986	4	10	55	1	0	741
361	1986	CAPTURE OF AL-FAW       	630	IRN  	9999	670	SAU  	788	1	0	0	0	0	-99	7	-99	-99	-99	-99	-99	-99	1986	2	11	1986	2	13	1986	2	11	1986	2	13	2	1	0	742
361	1986	CAPTURE OF AL-FAW       	630	IRN  	9999	690	KUW  	787	1	0	0	0	0	-99	7	-99	-99	-99	-99	-99	-99	1986	2	11	1986	2	13	1986	2	11	1986	2	13	2	1	0	743
362	1986	CHAD/LIBYA VII          	220	FRN  	791	620	IBY  	792	0	0	0	0	0	1	1	1986	2	10	1986	3	31	1986	2	16	1986	3	31	1986	2	16	1986	3	31	43	1	0	744
362	1986	CHAD/LIBYA VII          	483	CHA  	790	620	IBY  	792	0	0	0	0	0	1	1	1986	2	10	1986	3	31	1986	2	16	1986	3	31	1986	2	16	1986	3	31	43	1	0	745
363	1986	GULF OF SYRTE II        	2	USA  	794	620	IBY  	793	0	0	0	0	0	1	1	1986	4	5	1986	4	15	1986	3	24	1986	4	21	1986	4	5	1986	4	15	10	1	0	746
364	1986	AL-DIBAL INCIDENT       	692	BHN  	795	694	QAT  	9999	2	0	0	0	0	1	-99	1986	4	26	1986	6	15	-99	-99	-99	-99	-99	-99	1986	4	26	1986	6	15	50	1	0	747
365	1986	SA CROSS BORDER RAID    	551	ZAM  	797	560	SAF  	9999	2	0	0	0	0	1	-99	1986	5	19	1986	5	31	-99	-99	-99	-99	-99	-99	1986	5	19	1986	5	31	12	1	0	748
365	1986	SA CROSS BORDER RAID    	552	ZIM  	798	560	SAF  	9999	2	0	0	0	0	1	-99	1986	5	19	1986	5	31	-99	-99	-99	-99	-99	-99	1986	5	19	1986	5	31	12	1	0	749
365	1986	SA CROSS BORDER RAID    	560	SAF  	9999	571	BOT  	796	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1986	5	19	1986	5	31	1986	5	19	1986	5	31	12	1	0	750
366	1986	REBEL ATTACK-UGANDA     	500	UGA  	799	625	SUD  	9999	2	0	0	0	0	1	-99	1986	8	19	1986	6	10	-99	-99	-99	-99	-99	-99	1986	8	19	1986	6	10	-70	1	0	751
367	1986	MOZAMBIQUE ULTIMATEM    	541	MOZ  	9999	553	MAW  	800	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1986	9	11	1986	12	18	1986	9	11	1986	12	18	98	1	0	752
369	1986	CONTRAS II              	91	HON  	802	93	NIC  	803	0	0	0	0	0	1	1	1986	12	4	1986	12	12	1986	12	6	1986	12	12	1986	12	6	1986	12	12	6	1	0	753
370	1987	CHAD-LIBYA VIII         	483	CHA  	804	620	IBY  	805	0	0	0	0	0	1	1	1986	12	12	1987	9	11	1987	1	2	1987	9	11	1987	1	2	1987	9	11	252	1	0	754
371	1987	SINO/VIETNAM BORDER     	710	CHN  	807	816	VIT  	806	0	0	0	0	0	1	1	1987	1	5	1987	1	10	1987	1	5	1987	1	8	1987	1	5	1987	1	8	3	1	0	755
372	1987	PUNJAB WAR SCARE II     	750	IND  	808	770	PAK  	809	0	0	0	0	0	1	1	1987	1	20	1987	2	19	1987	1	23	1987	2	19	1987	1	23	1987	2	19	27	1	0	756
375	1987	SAND WALL               	435	MAU  	813	600	MOR  	812	0	0	0	0	0	1	1	1987	4	20	1987	5	4	1987	2	25	1987	5	4	1987	4	20	1987	5	4	14	1	0	757
375	1987	SAND WALL               	600	MOR  	812	615	ALG  	814	0	0	0	0	0	1	1	1987	2	25	1987	5	4	1987	4	20	1987	5	4	1987	4	20	1987	5	4	14	1	0	758
376	1987	AEGEAN SEA III          	350	GRC  	815	640	TUR  	816	0	0	0	0	0	1	1	1987	3	1	1987	3	28	1987	3	1	1987	3	28	1987	3	1	1987	3	28	27	1	0	759
377	1987	CAMEROON/NIGERIA II     	471	CAO  	9999	475	NIG  	817	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1987	5	2	1987	9	26	1987	5	2	1987	9	26	147	1	0	760
378	1987	INDIA INT./SRI LANKA    	750	IND  	818	780	CEY  	819	0	0	0	0	0	1	1	1987	6	3	1987	7	30	1987	6	4	1987	7	30	1987	6	4	1987	7	30	56	1	0	761
379	1987	MECCA PILGRIMAGE        	630	IRN  	821	670	SAU  	820	0	0	0	0	0	1	1	1987	7	31	1987	10	31	1987	7	31	1987	10	31	1987	7	31	1987	10	31	92	1	0	762
380	1987	S. AFRICA INT./ANGOLA   	40	CUB  	9999	560	SAF  	823	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1987	12	10	1988	8	22	1987	12	10	1988	8	22	256	2	0	763
380	1988	S. AFRICA INT./ANGOLA   	40	CUB  	9999	560	SAF  	823	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1987	12	10	1988	8	22	1987	12	10	1988	8	22	256	2	1	763
380	1987	S. AFRICA INT./ANGOLA   	540	ANG  	822	560	SAF  	823	0	0	0	0	0	1	1	1987	10	3	1988	8	22	1987	12	10	1988	8	22	1987	12	10	1988	8	22	256	2	0	764
380	1988	S. AFRICA INT./ANGOLA   	540	ANG  	822	560	SAF  	823	0	0	0	0	0	1	1	1987	10	3	1988	8	22	1987	12	10	1988	8	22	1987	12	10	1988	8	22	256	2	1	764
381	1987	THREE VILLAGE BDR II    	800	TAI  	825	812	LAO  	824	0	0	0	0	0	1	1	1987	11	3	1988	2	17	1987	11	3	1988	2	17	1987	11	3	1988	2	17	106	2	0	765
381	1988	THREE VILLAGE BDR II    	800	TAI  	825	812	LAO  	824	0	0	0	0	0	1	1	1987	11	3	1988	2	17	1987	11	3	1988	2	17	1987	11	3	1988	2	17	106	2	1	765
382	1987	KENYA/UGANDA BORDER     	500	UGA  	827	501	KEN  	826	0	0	0	0	0	1	1	1987	12	14	1987	12	28	1987	12	14	1987	12	28	1987	12	14	1987	12	28	14	1	0	766
383	1988	CONTRAS III             	2	USA  	9999	93	NIC  	829	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1988	3	16	1988	3	28	1988	3	16	1988	3	28	12	1	0	767
383	1988	CONTRAS III             	91	HON  	828	93	NIC  	829	0	0	0	0	0	1	1	1988	3	6	1988	3	28	1988	3	16	1988	3	28	1988	3	16	1988	3	28	12	1	0	768
384	1988	SPRATLY ISLANDS         	710	CHN  	831	816	VIT  	830	0	0	0	0	0	1	1	1988	3	14	1988	4	30	1988	3	14	1988	4	30	1988	3	14	1988	4	30	47	1	0	769
385	1988	IRAQ RECAPTURE/AL-FAW   	630	IRN  	832	645	IRQ  	9999	2	0	0	0	0	9	-99	1988	4	18	1988	8	8	-99	-99	-99	-99	-99	-99	1988	4	18	1988	8	8	112	1	0	770
386	1989	LIBYAN JETS             	2	USA  	833	620	IBY  	834	0	0	0	0	0	1	1	1988	12	21	1989	1	12	1989	1	4	1989	1	12	1989	1	4	1989	1	12	8	1	0	771
387	1989	MAURITANIA/SENEGAL      	433	SEN  	835	435	MAU  	836	0	0	0	0	0	1	1	1989	8	21	1991	7	18	1989	8	21	1991	7	18	1989	8	21	1991	7	18	696	3	0	772
387	1990	MAURITANIA/SENEGAL      	433	SEN  	835	435	MAU  	836	0	0	0	0	0	1	1	1989	8	21	1991	7	18	1989	8	21	1991	7	18	1989	8	21	1991	7	18	696	3	1	772
387	1991	MAURITANIA/SENEGAL      	433	SEN  	835	435	MAU  	836	0	0	0	0	0	1	1	1989	8	21	1991	7	18	1989	8	21	1991	7	18	1989	8	21	1991	7	18	696	3	1	772
389	1989	CONTRAS IV              	91	HON  	839	93	NIC  	9999	2	0	0	0	0	1	-99	1989	9	9	1989	11	7	-99	-99	-99	-99	-99	-99	1989	9	9	1989	11	7	59	1	0	773
391	1989	INVASION OF PANAMA      	2	USA  	841	95	PAN  	842	0	0	0	0	0	1	1	1989	12	15	1990	1	3	1989	12	20	1990	1	3	1989	12	20	1990	1	3	14	2	0	774
391	1990	INVASION OF PANAMA      	2	USA  	841	95	PAN  	842	0	0	0	0	0	1	1	1989	12	15	1990	1	3	1989	12	20	1990	1	3	1989	12	20	1990	1	3	14	2	1	774
392	1990	KASHMIR III-NUCLEAR     	750	IND  	843	770	PAK  	844	0	0	0	0	0	1	1	1990	1	14	1990	6	30	1990	1	15	1990	6	30	1990	1	15	1990	6	30	166	1	0	775
393	1990	GULF WAR                	2	USA  	846	645	IRQ  	850	0	0	0	0	0	1	1	1990	10	30	1991	4	12	1990	11	29	1991	4	12	1990	11	29	1991	4	12	134	2	0	776
393	1991	GULF WAR                	2	USA  	846	645	IRQ  	850	0	0	0	0	0	1	1	1990	10	30	1991	4	12	1990	11	29	1991	4	12	1990	11	29	1991	4	12	134	2	1	776
393	1990	GULF WAR                	20	CAN  	9999	645	IRQ  	850	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1990	11	29	1991	4	12	1990	11	29	1991	4	12	134	2	0	777
393	1991	GULF WAR                	20	CAN  	9999	645	IRQ  	850	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1990	11	29	1991	4	12	1990	11	29	1991	4	12	134	2	1	777
393	1990	GULF WAR                	20	CAN  	9999	645	IRQ  	850	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1990	11	29	1991	4	12	1990	11	29	1991	4	12	134	2	0	778
393	1991	GULF WAR                	20	CAN  	9999	645	IRQ  	850	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1990	11	29	1991	4	12	1990	11	29	1991	4	12	134	2	1	778
393	1990	GULF WAR                	91	HON  	9999	645	IRQ  	850	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1990	11	29	1991	4	12	1990	11	29	1991	4	12	134	2	0	779
393	1991	GULF WAR                	91	HON  	9999	645	IRQ  	850	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1990	11	29	1991	4	12	1990	11	29	1991	4	12	134	2	1	779
393	1990	GULF WAR                	160	ARG  	9999	645	IRQ  	850	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1990	11	29	1991	4	12	1990	11	29	1991	4	12	134	2	0	780
393	1991	GULF WAR                	160	ARG  	9999	645	IRQ  	850	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1990	11	29	1991	4	12	1990	11	29	1991	4	12	134	2	1	780
393	1990	GULF WAR                	200	UNK  	857	645	IRQ  	850	0	0	0	0	0	1	1	1990	11	29	1991	4	12	1990	11	29	1991	4	12	1990	11	29	1991	4	12	134	2	0	781
393	1991	GULF WAR                	200	UNK  	857	645	IRQ  	850	0	0	0	0	0	1	1	1990	11	29	1991	4	12	1990	11	29	1991	4	12	1990	11	29	1991	4	12	134	2	1	781
393	1990	GULF WAR                	210	NTH  	9999	645	IRQ  	850	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1990	11	29	1991	4	12	1990	11	29	1991	4	12	134	2	0	782
393	1991	GULF WAR                	210	NTH  	9999	645	IRQ  	850	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1990	11	29	1991	4	12	1990	11	29	1991	4	12	134	2	1	782
393	1990	GULF WAR                	211	BEL  	9999	645	IRQ  	850	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1990	11	29	1991	4	12	1990	11	29	1991	4	12	134	2	0	783
393	1991	GULF WAR                	211	BEL  	9999	645	IRQ  	850	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1990	11	29	1991	4	12	1990	11	29	1991	4	12	134	2	1	783
393	1990	GULF WAR                	220	FRN  	849	645	IRQ  	850	0	0	0	0	0	1	1	1990	11	29	1991	4	12	1990	11	29	1991	4	12	1990	11	29	1991	4	12	134	2	0	784
393	1991	GULF WAR                	220	FRN  	849	645	IRQ  	850	0	0	0	0	0	1	1	1990	11	29	1991	4	12	1990	11	29	1991	4	12	1990	11	29	1991	4	12	134	2	1	784
